Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","686","Senegal","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.04","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","686","Senegal","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.14","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","686","Senegal","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.18","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","688","Serbia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.08","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","688","Serbia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.01","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","688","Serbia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.08","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","688","Serbia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.17","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","688","Serbia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.09","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","690","Seychelles","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.78","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","690","Seychelles","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.67","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","690","Seychelles","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.66","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","690","Seychelles","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","690","Seychelles","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.74","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","694","Sierra Leone","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.04","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","694","Sierra Leone","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.09","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","694","Sierra Leone","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.06","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","694","Sierra Leone","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","694","Sierra Leone","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","1.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","1.47","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","1.48","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","1.44","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","1.44","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","703","Slovakia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","703","Slovakia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.74","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","703","Slovakia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.67","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","703","Slovakia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.63","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","703","Slovakia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.62","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","705","Slovenia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.87","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","705","Slovenia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.89","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","705","Slovenia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","705","Slovenia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","705","Slovenia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.76","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","090","Solomon Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.19","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","090","Solomon Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.35","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","090","Solomon Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","090","Solomon Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.56","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","090","Solomon Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.54","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","706","Somalia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-2.25","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","706","Somalia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-2.25","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","706","Somalia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-2.39","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","706","Somalia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-2.58","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","706","Somalia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-2.73","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","710","South Africa","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.28","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","710","South Africa","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.24","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","710","South Africa","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.28","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","710","South Africa","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.25","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","710","South Africa","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.75","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","728","South Sudan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-2.45","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","728","South Sudan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-2.43","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","728","South Sudan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-2.52","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","728","South Sudan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-2.19","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","728","South Sudan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-2.29","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","724","Spain","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.27","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","724","Spain","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.28","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","724","Spain","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.29","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","724","Spain","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.41","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","724","Spain","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.51","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","144","Sri Lanka","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.08","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","144","Sri Lanka","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.14","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","144","Sri Lanka","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.22","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","144","Sri Lanka","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.09","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","144","Sri Lanka","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.38","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","729","Sudan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-1.97","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","729","Sudan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-1.82","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","729","Sudan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-1.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","729","Sudan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-1.66","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","729","Sudan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-1.99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","740","Suriname","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.12","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","740","Suriname","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.06","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","740","Suriname","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.09","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","740","Suriname","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.42","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","740","Suriname","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.35","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","752","Sweden","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.97","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","752","Sweden","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.92","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","752","Sweden","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","1.01","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","752","Sweden","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","752","Sweden","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","1.01","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","756","Switzerland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","1.24","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","756","Switzerland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","1.32","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","756","Switzerland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","1.31","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","756","Switzerland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","1.18","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","756","Switzerland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","1.12","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","760","Syrian Arab Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-2.61","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","760","Syrian Arab Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-2.74","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","760","Syrian Arab Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-2.73","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","760","Syrian Arab Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-2.71","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","760","Syrian Arab Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-2.66","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","762","Tajikistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.67","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","762","Tajikistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.75","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","762","Tajikistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.51","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","762","Tajikistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","762","Tajikistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.68","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","764","Thailand","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.75","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","764","Thailand","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","764","Thailand","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.49","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","764","Thailand","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.58","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","764","Thailand","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.57","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","626","Timor-Leste","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.07","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","626","Timor-Leste","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.23","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","626","Timor-Leste","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.24","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","626","Timor-Leste","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","626","Timor-Leste","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.19","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","768","Togo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.87","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","768","Togo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.89","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","768","Togo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.91","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","768","Togo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.89","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","768","Togo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","776","Tonga","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.77","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","776","Tonga","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.83","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","776","Tonga","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","1.04","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","776","Tonga","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","1.09","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","776","Tonga","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","1.08","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","780","Trinidad and Tobago","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.27","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","780","Trinidad and Tobago","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.23","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","780","Trinidad and Tobago","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.08","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","780","Trinidad and Tobago","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.11","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","780","Trinidad and Tobago","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.24","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","788","Tunisia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-1.02","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","788","Tunisia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.87","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","788","Tunisia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.88","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","788","Tunisia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.59","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","788","Tunisia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.76","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","792","Türkiye","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-1.79","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","792","Türkiye","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-1.32","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","792","Türkiye","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-1.38","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","792","Türkiye","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-1.14","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","792","Türkiye","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-1.14","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","795","Turkmenistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.13","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","795","Turkmenistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.01","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","795","Turkmenistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.18","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","795","Turkmenistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","795","Turkmenistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.33","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","798","Tuvalu","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","1.21","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","798","Tuvalu","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","1.39","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","798","Tuvalu","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","1.17","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","798","Tuvalu","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","1.22","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","798","Tuvalu","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","1.27","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.57","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.69","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.81","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.94","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-1.87","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-1.87","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-1.43","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-1.16","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-1.13","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.69","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.67","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.59","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","826","United Kingdom of Great Britain and Northern Ireland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.38","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","826","United Kingdom of Great Britain and Northern Ireland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.08","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","826","United Kingdom of Great Britain and Northern Ireland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.53","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","826","United Kingdom of Great Britain and Northern Ireland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.48","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","826","United Kingdom of Great Britain and Northern Ireland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.49","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.57","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.58","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.39","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.48","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.34","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","840","United States of America","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.26","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","840","United States of America","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.39","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","840","United States of America","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.12","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","840","United States of America","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.03","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","840","United States of America","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.01","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","858","Uruguay","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","1.04","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","858","Uruguay","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","1.02","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","858","Uruguay","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","1.03","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","858","Uruguay","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","1.05","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","858","Uruguay","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","1.05","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.24","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.44","X","Figure from international organizations",""
